Node_Id,Latitude,Longitude
1,55.784114,-2.020125
2,54.984839,-1.695175
3,54.895714,-2.888697
4,54.991756,-3.045025
5,54.653318,-2.760416
6,54.648371,-3.471998
7,54.440276,-3.479304
8,54.476533,-1.654424
9,54.548727,-1.274953
10,54.386556,-1.318491
11,54.236480,-2.717162
12,54.56574470874886,-1.1226380740015434
13,54.164030,-3.188894
14,53.8068772584674,-2.6977661861198934
15,53.71871292523311,-2.630829377570662
16,53.78156512071894,-2.3290905102392996
17,53.84370978747261,-2.218359964943431
18,53.53535116929227,-2.6981870086154784
19,53.49429790073527,-2.9522473045011046
20,53.41414065688468,-3.0596733682134905
21,53.30461068874515,-2.960366838089634
22,53.25083468498136,-2.8729045794085564
23,53.42661283017518,-2.5570196503971925
24,53.156739553916076,-2.9137307075726637
25,53.35289104243857,-2.5035311425335345
26,53.48747866640703,-2.37753599100556
27,53.52358010889811,-2.361633956050548
28,53.550252813551445,-2.2606967127201227
29,53.48022266776923,-2.282901405600365
30,53.5874939002039,-2.158013819528145
31,53.73609757559101,-1.7271781230562686
32,53.527145552914455,-2.160044505565012
33,53.45731829583475,-2.136270888781324
34,53.4139802981383,-2.265191248464029
35,53.36364729286095,-2.3914405688737173
36,53.311874152871525,-2.4181776661018697
37,53.746323403355255,-1.6498410011111164
38,53.856036060608155,-1.346602007199485
39,54.24741736391294,-0.41845886871599486
40,53.92531567099287,-1.0667792230697877
41,53.825306894074046,-1.338616746677705
42,53.75564175434887,-1.5141017327866835
43,53.7309125290302,-1.5120005057573898
44,53.699454821171585,-1.2759672209959816
45,53.684608753238805,-0.9695045146290585
46,53.47414718331752,-1.4578422633286918
47,53.38062476811717,-1.2783566339781112
48,53.479335848773125,-1.147750844419345
49,53.591774656846745,-0.9875980433231645
50,53.77158134739108,-0.6839447936547235
51,53.55830618266973,-0.7191164358376125
52,53.739001174865734,-0.3484627944713027
53,53.58449593027722,-0.41978476700132905
54,53.61464213207236,-0.2880162428243818
55,53.58957245246481,-0.698336008741849
56,50.13441345858948,-5.491891869844476
57,50.45727612373392,-4.693707587657924
58,50.68093052756122,-3.515088136178479
59,50.72886458880363,-3.462499890842244
60,50.793091086365145,-3.2118520422052694
61,51.144423460670964,-1.9852240441595483
62,50.94649498353067,-1.5208877216666505
63,51.17539478689923,-1.3395649809132057
64,50.95964031594692,-1.424149910812603
65,51.07059782145931,-1.2921002793570266
66,51.209896178911556,-1.1769300088458652
67,51.40135380092639,-0.5373959404292872
68,50.84674820792865,-1.0093740470192278
69,51.32239942294172,-0.45104510757873173
70,50.86841843887085,-0.15682417963460632
71,51.264196197537785,-0.12846162171778952
72,51.42737823729327,-0.4049480154080088
73,51.37504301502739,-0.31479844886293756
74,51.291735310703025,0.1427137270383472
75,50.85367413491965,0.0525063469083314
76,50.79688881423396,0.05552640215006083
77,50.855476467091364,0.5717861983477442
78,51.4983159977366,0.2684091319524708
79,51.45693234740022,0.3639221329954189
80,51.135549753176605,0.9145518040992839
81,51.30857174371993,0.36578266454926983
82,51.084192421122886,-0.2003340228486045
83,51.0956524813574,1.1530644484681387
84,51.301723198852436,0.9256028898923275
85,51.126122203754434,1.3266647030204821
86,51.33030876846273,0.6615081952423826
87,51.442237663000974,0.7549377219421116
88,51.40160246363883,0.41131892933020836
89,51.38874483437509,0.19372482379806924
90,51.426443347827636,0.2382821785093293
91,51.41340904029409,0.11222536332463683
92,51.44751629484303,0.15459612509691234
93,51.608827893749215,0.26215151751100835
94,51.87882044342581,0.7809345876409719
95,51.92567917241325,0.922946851578263
96,51.940134217087504,1.2590563137717732
97,52.035740797915594,1.0987954647364448
98,51.956697616425586,1.3262262862016425
99,51.87283262786211,0.19984892076929747
100,52.35346380281597,-0.2522917592267129
101,51.679340730339426,0.1242688255227393
102,52.2189806950003,0.3131987958251996
103,52.273683250304195,0.45178733429687296
104,52.231018235805166,0.07038802526558044
105,52.603597006829375,1.224409645353812
106,52.61602946252619,1.7181166287378988
107,52.454673753012656,1.7145096606203107
108,52.585425897908635,-0.4147603479516116
109,51.577002063108026,0.04333767562121934
110,52.91916655674333,-0.6810451583924126
111,53.09419840265175,-0.7864383353767539
112,53.25454250323951,-0.5389111417531488
113,52.19447480468623,-0.29895930963529377
114,52.949004972839305,-0.9833426052618027
115,51.686817950169484,-0.22962432338932237
116,51.716228667523225,-0.3851778846568702
117,51.57229045221293,-0.2292509915012269
118,51.56096794758762,-0.5317354742027732
119,51.49523127285429,-0.4947820206230616
120,51.48717729054973,-0.25242278853051103
121,51.5878882509741,-2.8049385632547126
122,51.617997435701355,-2.709484627356074
123,51.56987528155719,-2.6600084958874994
124,51.57192208906471,-2.5815332092012233
125,51.551544244464175,-2.552536273089359
126,51.513376554197606,-2.518916640620658
127,51.499610713844845,-2.6792217091668884
128,51.45954751696092,-2.584244777519267
129,51.5019068353345,-2.3499642514815147
130,51.39880603115958,-2.3368888175628904
131,51.52744375674769,-1.725536664832128
132,51.45336972106021,-1.3113093550548254
133,51.49880482569124,-0.7251855575592626
134,51.61261387627628,-0.7686406416976213
135,51.86915472159877,-1.1985451924528812
136,51.94837884515126,-1.2048190076193217
137,52.26211929287572,-1.6183214261070298
138,51.87157014053279,-2.156512453099627
139,52.02454880516219,-2.122808344138315
140,51.927112345429464,-2.571913061859719
141,51.841522049635046,-2.683709330867606
142,52.68226809571761,-2.7587162129716787
143,52.71653191247302,-2.8193213772932193
144,52.84924363587006,-3.0240320085854435
145,52.92432967313164,-3.042523084381224
146,52.78386247699914,-3.089172877658301
147,52.70805679684637,-3.020375043368737
148,51.820065341381564,-0.41758995981097685
149,52.13988835224989,-0.99709111883975
150,52.02649523502549,-0.6028881656165324
151,52.20784405253646,-0.9368966057975174
152,52.32461574166124,-1.1405055188956683
153,52.39153353103928,-0.5237100207163896
154,52.40467993765105,-1.1772769936224283
155,52.43797473840984,-1.423643436000839
156,52.515291191303106,-1.3621730986456073
157,52.601508210213815,-1.1952233350733876
158,52.63796525656133,-1.2199906137701078
159,52.81535515820873,-1.3068973682751015
160,52.85559596027289,-1.2997375503728048
161,52.91615407624672,-1.2997375503728048
162,52.92272363847498,-1.1639171362642395
163,52.603556228460285,-1.6416015147690814
164,53.10185493691949,-1.324582171911088
165,52.86648372341333,-1.5684002589604102
166,52.868616953038085,-1.4030170785672818
167,53.068568227944745,-2.3336214192102642
168,52.97615450048066,-2.227033505173284
169,52.9918405448089,-2.1830055436142097
170,52.667634991657124,-2.0706015470901913
171,52.55449340283116,-1.973644760937817
172,52.34872310326398,-2.074055558586999
173,52.34745356531358,-1.8192703773424967
174,52.64111634178741,-1.8047998889407828
175,52.50774180233949,-1.7252303564295683
176,53.794201493141856,-2.9854262775860567
177,53.9193477207676,-3.014425692723744
178,53.80724963432725,-2.8897989739886745
179,53.768797033287086,-1.7493656373918758
180,50.408146915222844,-4.203102426057642
181,52.378489, -1.465318
